day,No,Annotation,Filename,RandomForest,kNN,AdaBoost,tAnnotation,tRandomForest,tkNN,tAdaBoost,RF,KNN,AB
4,1440,stop,nightTest/nightSequence2--00833.jpg,stop,stop,stop,1,1,1,1,,,
1,1441,stop,dayTest/daySequence1--00720.jpg,stop,stop,stop,1,1,1,1,,,
4,1442,go,nightTest/nightSequence2--05304.jpg,go,go,go,1,1,1,1,,,
4,1443,go,nightTest/nightSequence2--04494.jpg,go,go,go,1,1,1,1,,,
2,1444,stop,nightTest/nightSequence1--02724.jpg,stop,stop,stop,1,1,1,1,,,
2,1445,stop,nightTest/nightSequence1--00991.jpg,stop,stop,stop,1,1,1,1,,,
2,1446,go,nightTest/nightSequence1--04534.jpg,go,go,go,1,1,1,1,,,
1,1447,go,dayTest/daySequence1--03201.jpg,go,go,go,1,1,1,1,,,
3,1448,go,dayTest/daySequence2--06831.jpg,go,go,go,1,1,1,1,,,
4,1449,go,nightTest/nightSequence2--01274.jpg,go,go,go,1,1,1,1,,,
1,1450,go,dayTest/daySequence1--02283.jpg,go,go,go,1,1,1,1,,,
1,1451,stopLeft,dayTest/daySequence1--03114.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
1,1452,go,dayTest/daySequence1--01321.jpg,go,go,go,1,1,1,1,,,
3,1453,stopLeft,dayTest/daySequence2--06023.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,1454,warning,nightTest/nightSequence2--04742.jpg,warning,warning,warning,1,1,1,1,,,
3,1455,stop,dayTest/daySequence2--06061.jpg,stop,stop,stop,1,1,1,1,,,
2,1456,goLeft,nightTest/nightSequence1--03741.jpg,goLeft,goLeft,goLeft,1,1,1,1,,,
3,1457,stopLeft,dayTest/daySequence2--05974.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
1,1458,go,dayTest/daySequence1--02318.jpg,go,go,go,1,1,1,1,,,
2,1459,go,nightTest/nightSequence1--01936.jpg,go,go,go,1,1,1,1,,,
2,1460,go,nightTest/nightSequence1--03870.jpg,go,go,go,1,1,1,1,,,
1,1461,go,dayTest/daySequence1--02624.jpg,go,go,go,1,1,1,1,,,
1,1462,go,dayTest/daySequence1--01015.jpg,go,go,go,1,1,1,1,,,
1,1463,go,dayTest/daySequence1--02826.jpg,go,go,go,1,1,1,1,,,
3,1464,stop,dayTest/daySequence2--05686.jpg,stop,stop,stop,1,1,1,1,,,
2,1465,stopLeft,nightTest/nightSequence1--03638.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
3,1466,stop,dayTest/daySequence2--03862.jpg,stop,stop,stop,1,1,1,1,,,
4,1467,go,nightTest/nightSequence2--02922.jpg,go,go,go,1,1,1,1,,,
4,1468,stop,nightTest/nightSequence2--00477.jpg,stop,stop,stop,1,1,1,1,,,
4,1469,stopLeft,nightTest/nightSequence2--04728.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,1470,go,nightTest/nightSequence1--04431.jpg,go,go,go,1,1,1,1,,,
2,1471,go,nightTest/nightSequence1--00098.jpg,go,go,go,1,1,1,1,,,
2,1472,stop,nightTest/nightSequence1--01007.jpg,stop,stop,stop,1,1,1,1,,,
4,1473,go,nightTest/nightSequence2--00600.jpg,go,go,go,1,1,1,1,,,
3,1474,stopLeft,dayTest/daySequence2--05519.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,1475,stop,nightTest/nightSequence2--00123.jpg,stop,stop,stop,1,1,1,1,,,
4,1476,go,nightTest/nightSequence2--05397.jpg,go,go,go,1,1,1,1,,,
4,1477,stopLeft,nightTest/nightSequence2--06499.jpg,stopLeft,stopLeft,stop,1,1,1,0,,,
3,1478,go,dayTest/daySequence2--04974.jpg,go,go,go,1,1,1,1,,,
1,1479,go,dayTest/daySequence1--02652.jpg,go,go,go,1,1,1,1,,,
2,1480,go,nightTest/nightSequence1--01832.jpg,go,go,go,1,1,1,1,,,
1,1481,stop,dayTest/daySequence1--02017.jpg,stop,stop,stop,1,1,1,1,,,
4,1482,go,nightTest/nightSequence2--04614.jpg,go,go,go,1,1,1,1,,,
3,1483,stop,dayTest/daySequence2--05124.jpg,stop,stop,stop,1,1,1,1,,,
2,1484,go,nightTest/nightSequence1--02623.jpg,go,go,go,1,1,1,1,,,
3,1485,stop,dayTest/daySequence2--06379.jpg,stop,stop,stop,1,1,1,1,,,
1,1486,go,dayTest/daySequence1--00213.jpg,go,go,go,1,1,1,1,,,
1,1487,go,dayTest/daySequence1--03909.jpg,go,go,go,1,1,1,1,,,
1,1488,stopLeft,dayTest/daySequence1--03085.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
3,1489,go,dayTest/daySequence2--06774.jpg,go,go,go,1,1,1,1,,,
4,1490,go,nightTest/nightSequence2--03768.jpg,go,go,go,1,1,1,1,,,
4,1491,stop,nightTest/nightSequence2--02022.jpg,stop,stop,stop,1,1,1,1,,,
3,1492,stop,dayTest/daySequence2--02011.jpg,stop,stop,stop,1,1,1,1,,,
2,1493,stop,nightTest/nightSequence1--03343.jpg,stop,stop,stop,1,1,1,1,,,
4,1494,stopLeft,nightTest/nightSequence2--04914.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
3,1495,stop,dayTest/daySequence2--05563.jpg,stop,stop,stop,1,1,1,1,,,
4,1496,go,nightTest/nightSequence2--03047.jpg,go,go,go,1,1,1,1,,,
4,1497,stop,nightTest/nightSequence2--00227.jpg,stop,stop,stop,1,1,1,1,,,
1,1498,stop,dayTest/daySequence1--01963.jpg,stop,stop,stop,1,1,1,1,,,
4,1499,go,nightTest/nightSequence2--05587.jpg,go,go,go,1,1,1,1,,,
3,1500,goLeft,dayTest/daySequence2--06464.jpg,goLeft,goLeft,goLeft,1,1,1,1,,,
4,1501,stop,nightTest/nightSequence2--00946.jpg,stop,stop,stop,1,1,1,1,,,
2,1502,go,nightTest/nightSequence1--04391.jpg,go,go,go,1,1,1,1,,,
4,1503,stop,nightTest/nightSequence2--03677.jpg,stop,stop,stop,1,1,1,1,,,
4,1504,stop,nightTest/nightSequence2--00939.jpg,stop,stop,stop,1,1,1,1,,,
1,1505,go,dayTest/daySequence1--02666.jpg,go,go,go,1,1,1,1,,,
2,1506,stop,nightTest/nightSequence1--00839.jpg,stop,stop,stop,1,1,1,1,,,
3,1507,stop,dayTest/daySequence2--05380.jpg,stop,stop,stop,1,1,1,1,,,
4,1508,go,nightTest/nightSequence2--02955.jpg,go,go,go,1,1,1,1,,,
4,1509,stop,nightTest/nightSequence2--01663.jpg,stop,stop,stop,1,1,1,1,,,
4,1510,stop,nightTest/nightSequence2--04180.jpg,stop,stop,stop,1,1,1,1,,,
3,1511,go,dayTest/daySequence2--04926.jpg,go,go,go,1,1,1,1,,,
4,1512,stopLeft,nightTest/nightSequence2--06421.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
3,1513,stopLeft,dayTest/daySequence2--06115.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,1514,go,nightTest/nightSequence1--04330.jpg,go,go,go,1,1,1,1,,,
2,1515,stop,nightTest/nightSequence1--00705.jpg,stop,stop,stop,1,1,1,1,,,
3,1516,go,dayTest/daySequence2--02806.jpg,go,go,go,1,1,1,1,,,
2,1517,stop,nightTest/nightSequence1--00776.jpg,stop,stop,stop,1,1,1,1,,,
3,1518,stop,dayTest/daySequence2--05971.jpg,stop,stop,stop,1,1,1,1,,,
4,1519,stop,nightTest/nightSequence2--00301.jpg,stop,stop,stop,1,1,1,1,,,
3,1520,go,dayTest/daySequence2--03453.jpg,go,go,go,1,1,1,1,,,
2,1521,go,nightTest/nightSequence1--04496.jpg,go,go,go,1,1,1,1,,,
1,1522,stop,dayTest/daySequence1--00655.jpg,stop,stop,stop,1,1,1,1,,,
3,1523,stop,dayTest/daySequence2--05922.jpg,stop,stop,stop,1,1,1,1,,,
1,1524,stop,dayTest/daySequence1--02006.jpg,stop,stop,stop,1,1,1,1,,,
4,1525,go,nightTest/nightSequence2--03826.jpg,go,go,go,1,1,1,1,,,
4,1526,go,nightTest/nightSequence2--01372.jpg,go,go,go,1,1,1,1,,,
4,1527,stop,nightTest/nightSequence2--00414.jpg,stop,stop,stop,1,1,1,1,,,
4,1528,go,nightTest/nightSequence2--02967.jpg,go,go,go,1,1,1,1,,,
2,1529,go,nightTest/nightSequence1--01739.jpg,go,go,go,1,1,1,1,,,
2,1530,stopLeft,nightTest/nightSequence1--03650.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,1531,go,nightTest/nightSequence2--05348.jpg,go,go,go,1,1,1,1,,,
1,1532,stop,dayTest/daySequence1--02212.jpg,stop,stop,stop,1,1,1,1,,,
4,1533,go,nightTest/nightSequence2--01443.jpg,go,go,go,1,1,1,1,,,
2,1534,stop,nightTest/nightSequence1--02982.jpg,stop,stop,stop,1,1,1,1,,,
2,1535,stop,nightTest/nightSequence1--00595.jpg,stop,stop,stop,1,1,1,1,,,
1,1536,go,dayTest/daySequence1--01879.jpg,go,go,go,1,1,1,1,,,
2,1537,go,nightTest/nightSequence1--02319.jpg,go,go,go,1,1,1,1,,,
4,1538,stop,nightTest/nightSequence2--06275.jpg,stop,stop,stop,1,1,1,1,,,
3,1539,stopLeft,dayTest/daySequence2--04571.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,1540,go,nightTest/nightSequence1--04286.jpg,go,go,go,1,1,1,1,,,
4,1541,stopLeft,nightTest/nightSequence2--04638.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
3,1542,go,dayTest/daySequence2--06847.jpg,go,go,go,1,1,1,1,,,
4,1543,stop,nightTest/nightSequence2--01541.jpg,stop,stop,stop,1,1,1,1,,,
2,1544,warning,nightTest/nightSequence1--02751.jpg,warning,warning,warning,1,1,1,1,,,
4,1545,go,nightTest/nightSequence2--01932.jpg,go,go,go,1,1,1,1,,,
4,1546,stop,nightTest/nightSequence2--04774.jpg,stop,stop,stop,1,1,1,1,,,
2,1547,goLeft,nightTest/nightSequence1--04000.jpg,goLeft,goLeft,goLeft,1,1,1,1,,,
1,1548,go,dayTest/daySequence1--02780.jpg,go,go,go,1,1,1,1,,,
4,1549,go,nightTest/nightSequence2--04355.jpg,go,go,go,1,1,1,1,,,
2,1550,go,nightTest/nightSequence1--04602.jpg,go,go,go,1,1,1,1,,,
3,1551,stop,dayTest/daySequence2--06417.jpg,stop,stop,stop,1,1,1,1,,,
4,1552,go,nightTest/nightSequence2--02805.jpg,go,go,go,1,1,1,1,,,
1,1553,go,dayTest/daySequence1--01074.jpg,go,go,go,1,1,1,1,,,
2,1554,go,nightTest/nightSequence1--04396.jpg,go,go,go,1,1,1,1,,,
2,1555,go,nightTest/nightSequence1--03514.jpg,go,go,go,1,1,1,1,,,
2,1556,stop,nightTest/nightSequence1--03012.jpg,stop,stop,stop,1,1,1,1,,,
4,1557,warning,nightTest/nightSequence2--01582.jpg,warning,warning,warning,1,1,1,1,,,
4,1558,go,nightTest/nightSequence2--04249.jpg,go,go,go,1,1,1,1,,,
3,1559,stop,dayTest/daySequence2--01908.jpg,stop,stop,stop,1,1,1,1,,,
1,1560,stop,dayTest/daySequence1--00900.jpg,stop,stop,stop,1,1,1,1,,,
2,1561,stop,nightTest/nightSequence1--03360.jpg,stop,stop,stop,1,1,1,1,,,
4,1562,stop,nightTest/nightSequence2--05196.jpg,stop,stop,stop,1,1,1,1,,,
2,1563,stop,nightTest/nightSequence1--00181.jpg,stop,stop,stop,1,1,1,1,,,
3,1564,go,dayTest/daySequence2--06740.jpg,go,go,go,1,1,1,1,,,
1,1565,go,dayTest/daySequence1--01133.jpg,go,go,go,1,1,1,1,,,
1,1566,go,dayTest/daySequence1--02805.jpg,go,go,go,1,1,1,1,,,
3,1567,stopLeft,dayTest/daySequence2--05975.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,1568,go,nightTest/nightSequence1--04161.jpg,go,go,go,1,1,1,1,,,
1,1569,go,dayTest/daySequence1--02627.jpg,go,go,go,1,1,1,1,,,
1,1570,go,dayTest/daySequence1--01036.jpg,go,go,go,1,1,1,1,,,
1,1571,go,dayTest/daySequence1--03412.jpg,go,go,go,1,1,1,1,,,
4,1572,stop,nightTest/nightSequence2--00321.jpg,stop,stop,stop,1,1,1,1,,,
4,1573,stop,nightTest/nightSequence2--03556.jpg,stop,stop,stop,1,1,1,1,,,
3,1574,goForward,dayTest/daySequence2--02975.jpg,goForward,goForward,goForward,1,1,1,1,,,
2,1575,stop,nightTest/nightSequence1--03159.jpg,stop,stop,stop,1,1,1,1,,,
2,1576,warning,nightTest/nightSequence1--02592.jpg,warning,warning,warning,1,1,1,1,,,
4,1577,stop,nightTest/nightSequence2--04934.jpg,stop,stop,stop,1,1,1,1,,,
4,1578,stop,nightTest/nightSequence2--06485.jpg,stopLeft,stopLeft,stop,1,0,0,1,,,
3,1579,stopLeft,dayTest/daySequence2--04633.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
1,1580,stop,dayTest/daySequence1--02502.jpg,stop,stop,stop,1,1,1,1,,,
4,1581,go,nightTest/nightSequence2--04382.jpg,go,go,go,1,1,1,1,,,
4,1582,go,nightTest/nightSequence2--04279.jpg,go,go,go,1,1,1,1,,,
3,1583,stop,dayTest/daySequence2--03823.jpg,stop,stop,stop,1,1,1,1,,,
4,1584,stop,nightTest/nightSequence2--00157.jpg,stop,stop,stop,1,1,1,1,,,
2,1585,go,nightTest/nightSequence1--03808.jpg,go,go,go,1,1,1,1,,,
2,1586,stop,nightTest/nightSequence1--02927.jpg,stop,stop,stop,1,1,1,1,,,
3,1587,goForward,dayTest/daySequence2--03038.jpg,goForward,goForward,goForward,1,1,1,1,,,
2,1588,goLeft,nightTest/nightSequence1--03803.jpg,goLeft,goLeft,goLeft,1,1,1,1,,,
2,1589,go,nightTest/nightSequence1--02303.jpg,go,go,go,1,1,1,1,,,
4,1590,go,nightTest/nightSequence2--01366.jpg,go,go,go,1,1,1,1,,,
2,1591,go,nightTest/nightSequence1--04331.jpg,go,go,go,1,1,1,1,,,
4,1592,stop,nightTest/nightSequence2--06393.jpg,stop,stopLeft,stop,1,1,0,1,,,
2,1593,go,nightTest/nightSequence1--02357.jpg,go,go,go,1,1,1,1,,,
4,1594,stop,nightTest/nightSequence2--04966.jpg,stop,stop,stop,1,1,1,1,,,
2,1595,go,nightTest/nightSequence1--03774.jpg,go,go,go,1,1,1,1,,,
4,1596,stop,nightTest/nightSequence2--03349.jpg,stop,stop,stop,1,1,1,1,,,
2,1597,stopLeft,nightTest/nightSequence1--03628.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,1598,go,nightTest/nightSequence2--02110.jpg,go,go,go,1,1,1,1,,,
1,1599,go,dayTest/daySequence1--02753.jpg,go,go,go,1,1,1,1,,,
3,1600,stopLeft,dayTest/daySequence2--05267.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,1601,go,nightTest/nightSequence2--04073.jpg,go,go,go,1,1,1,1,,,
1,1602,stop,dayTest/daySequence1--00868.jpg,stop,stop,stop,1,1,1,1,,,
2,1603,stop,nightTest/nightSequence1--00851.jpg,stop,stop,stop,1,1,1,1,,,
3,1604,stopLeft,dayTest/daySequence2--05714.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,1605,go,nightTest/nightSequence1--04434.jpg,go,go,go,1,1,1,1,,,
4,1606,stop,nightTest/nightSequence2--06022.jpg,stop,stop,stop,1,1,1,1,,,
1,1607,go,dayTest/daySequence1--02574.jpg,go,go,go,1,1,1,1,,,
4,1608,go,nightTest/nightSequence2--05522.jpg,go,go,go,1,1,1,1,,,
4,1609,go,nightTest/nightSequence2--05625.jpg,go,go,go,1,1,1,1,,,
4,1610,stop,nightTest/nightSequence2--00111.jpg,stop,stop,stop,1,1,1,1,,,
1,1611,go,dayTest/daySequence1--01028.jpg,go,go,go,1,1,1,1,,,
3,1612,stop,dayTest/daySequence2--03951.jpg,stop,stop,stop,1,1,1,1,,,
2,1613,stop,nightTest/nightSequence1--03455.jpg,stop,stop,stop,1,1,1,1,,,
3,1614,stop,dayTest/daySequence2--01841.jpg,stop,stop,stop,1,1,1,1,,,
3,1615,go,dayTest/daySequence2--01211.jpg,go,go,go,1,1,1,1,,,
2,1616,go,nightTest/nightSequence1--04190.jpg,go,go,go,1,1,1,1,,,
1,1617,go,dayTest/daySequence1--01311.jpg,go,go,go,1,1,1,1,,,
4,1618,go,nightTest/nightSequence2--04514.jpg,go,go,go,1,1,1,1,,,
3,1619,go,dayTest/daySequence2--06643.jpg,go,go,go,1,1,1,1,,,
2,1620,go,nightTest/nightSequence1--03452.jpg,go,go,go,1,1,1,1,,,
2,1621,stop,nightTest/nightSequence1--00814.jpg,stop,stop,stop,1,1,1,1,,,
2,1622,stopLeft,nightTest/nightSequence1--03554.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,1623,stopLeft,nightTest/nightSequence2--04673.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,1624,go,nightTest/nightSequence1--04765.jpg,go,go,go,1,1,1,1,,,
1,1625,stop,dayTest/daySequence1--01966.jpg,stop,stop,stop,1,1,1,1,,,
1,1626,stop,dayTest/daySequence1--02031.jpg,stop,stop,stop,1,1,1,1,,,
4,1627,stop,nightTest/nightSequence2--06056.jpg,stop,stop,stop,1,1,1,1,,,
4,1628,stop,nightTest/nightSequence2--02151.jpg,stop,stop,stop,1,1,1,1,,,
3,1629,stopLeft,dayTest/daySequence2--06174.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
1,1630,go,dayTest/daySequence1--01342.jpg,go,go,go,1,1,1,1,,,
3,1631,stopLeft,dayTest/daySequence2--05434.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,1632,go,nightTest/nightSequence2--02797.jpg,go,go,go,1,1,1,1,,,
2,1633,go,nightTest/nightSequence1--04407.jpg,go,go,go,1,1,1,1,,,
1,1634,go,dayTest/daySequence1--02919.jpg,go,go,go,1,1,1,1,,,
1,1635,go,dayTest/daySequence1--04008.jpg,go,go,go,1,1,1,1,,,
3,1636,stop,dayTest/daySequence2--00320.jpg,stop,stop,stop,1,1,1,1,,,
4,1637,go,nightTest/nightSequence2--03019.jpg,go,go,go,1,1,1,1,,,
3,1638,stopLeft,dayTest/daySequence2--06052.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,1639,stop,nightTest/nightSequence1--03199.jpg,stop,stop,stop,1,1,1,1,,,
2,1640,go,nightTest/nightSequence1--00021.jpg,go,go,go,1,1,1,1,,,
3,1641,stop,dayTest/daySequence2--05482.jpg,stop,stop,stop,1,1,1,1,,,
2,1642,stop,nightTest/nightSequence1--02838.jpg,stop,stop,stop,1,1,1,1,,,
2,1643,stop,nightTest/nightSequence1--00278.jpg,stop,stop,stop,1,1,1,1,,,
3,1644,stopLeft,dayTest/daySequence2--05600.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,1645,go,nightTest/nightSequence1--03438.jpg,go,go,go,1,1,1,1,,,
1,1646,go,dayTest/daySequence1--02601.jpg,go,go,go,1,1,1,1,,,
2,1647,go,nightTest/nightSequence1--00189.jpg,go,go,go,1,1,1,1,,,
3,1648,stopLeft,dayTest/daySequence2--05222.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,1649,go,nightTest/nightSequence2--04312.jpg,go,go,go,1,1,1,1,,,
2,1650,go,nightTest/nightSequence1--01820.jpg,go,go,go,1,1,1,1,,,
2,1651,stop,nightTest/nightSequence1--02877.jpg,stop,stop,stop,1,1,1,1,,,
4,1652,go,nightTest/nightSequence2--02752.jpg,go,go,go,1,1,1,1,,,
3,1653,stopLeft,dayTest/daySequence2--05314.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,1654,stop,nightTest/nightSequence2--06166.jpg,stop,stop,stop,1,1,1,1,,,
2,1655,warning,nightTest/nightSequence1--00258.jpg,warning,warning,warning,1,1,1,1,,,
4,1656,stop,nightTest/nightSequence2--03384.jpg,stop,stop,stop,1,1,1,1,,,
2,1657,stop,nightTest/nightSequence1--01067.jpg,stop,stop,stop,1,1,1,1,,,
1,1658,go,dayTest/daySequence1--02356.jpg,go,go,go,1,1,1,1,,,
2,1659,stop,nightTest/nightSequence1--02930.jpg,stop,stop,stop,1,1,1,1,,,
4,1660,stop,nightTest/nightSequence2--03455.jpg,stop,stop,stop,1,1,1,1,,,
2,1661,stop,nightTest/nightSequence1--01096.jpg,stop,stop,stop,1,1,1,1,,,
2,1662,stop,nightTest/nightSequence1--00700.jpg,stop,stop,stop,1,1,1,1,,,
2,1663,go,nightTest/nightSequence1--04242.jpg,go,go,go,1,1,1,1,,,
3,1664,stop,dayTest/daySequence2--05698.jpg,stop,stop,stop,1,1,1,1,,,
4,1665,stop,nightTest/nightSequence2--06122.jpg,stop,stop,stop,1,1,1,1,,,
2,1666,stop,nightTest/nightSequence1--03223.jpg,stop,stop,stop,1,1,1,1,,,
2,1667,stop,nightTest/nightSequence1--03119.jpg,stop,stop,stop,1,1,1,1,,,
2,1668,stop,nightTest/nightSequence1--02926.jpg,stop,stop,stop,1,1,1,1,,,
4,1669,go,nightTest/nightSequence2--01256.jpg,go,go,go,1,1,1,1,,,
2,1670,go,nightTest/nightSequence1--02286.jpg,go,go,go,1,1,1,1,,,
3,1671,goForward,dayTest/daySequence2--02862.jpg,goForward,goForward,goForward,1,1,1,1,,,
4,1672,go,nightTest/nightSequence2--05525.jpg,go,go,go,1,1,1,1,,,
3,1673,stopLeft,dayTest/daySequence2--06051.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,1674,go,nightTest/nightSequence2--04023.jpg,go,go,go,1,1,1,1,,,
3,1675,stop,dayTest/daySequence2--03767.jpg,stop,stop,stop,1,1,1,1,,,
2,1676,go,nightTest/nightSequence1--02484.jpg,go,go,go,1,1,1,1,,,
4,1677,stop,nightTest/nightSequence2--06089.jpg,stop,stop,stop,1,1,1,1,,,
2,1678,go,nightTest/nightSequence1--01732.jpg,go,go,go,1,1,1,1,,,
4,1679,stop,nightTest/nightSequence2--03577.jpg,stop,stop,stop,1,1,1,1,,,
2,1680,go,nightTest/nightSequence1--02542.jpg,go,go,go,1,1,1,1,,,
3,1681,stop,dayTest/daySequence2--05610.jpg,stop,stop,stop,1,1,1,1,,,
3,1682,go,dayTest/daySequence2--02701.jpg,go,go,go,1,1,1,1,,,
4,1683,go,nightTest/nightSequence2--01183.jpg,go,go,go,1,1,1,1,,,
2,1684,stop,nightTest/nightSequence1--02893.jpg,stop,stop,stop,1,1,1,1,,,
4,1685,go,nightTest/nightSequence2--05377.jpg,go,go,go,1,1,1,1,,,
3,1686,stopLeft,dayTest/daySequence2--05694.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,1687,stop,nightTest/nightSequence1--01616.jpg,stop,stop,stop,1,1,1,1,,,
4,1688,go,nightTest/nightSequence2--05495.jpg,go,go,go,1,1,1,1,,,
4,1689,go,nightTest/nightSequence2--02310.jpg,go,go,go,1,1,1,1,,,
2,1690,stop,nightTest/nightSequence1--02916.jpg,stop,stop,stop,1,1,1,1,,,
2,1691,go,nightTest/nightSequence1--04656.jpg,go,go,go,1,1,1,1,,,
1,1692,go,dayTest/daySequence1--00272.jpg,go,go,go,1,1,1,1,,,
2,1693,stopLeft,nightTest/nightSequence1--03700.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
1,1694,go,dayTest/daySequence1--03771.jpg,go,go,go,1,1,1,1,,,
4,1695,stopLeft,nightTest/nightSequence2--01308.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,1696,stop,nightTest/nightSequence1--03226.jpg,stop,stop,stop,1,1,1,1,,,
4,1697,go,nightTest/nightSequence2--02516.jpg,go,go,go,1,1,1,1,,,
4,1698,go,nightTest/nightSequence2--05453.jpg,go,go,go,1,1,1,1,,,
2,1699,go,nightTest/nightSequence1--04408.jpg,go,go,go,1,1,1,1,,,
2,1700,stop,nightTest/nightSequence1--01573.jpg,stop,stop,stop,1,1,1,1,,,
2,1701,go,nightTest/nightSequence1--01659.jpg,go,go,go,1,1,1,1,,,
2,1702,go,nightTest/nightSequence1--02585.jpg,go,go,go,1,1,1,1,,,
4,1703,go,nightTest/nightSequence2--05346.jpg,go,go,go,1,1,1,1,,,
4,1704,stop,nightTest/nightSequence2--06120.jpg,stop,stop,stop,1,1,1,1,,,
3,1705,stopLeft,dayTest/daySequence2--05655.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,1706,stop,nightTest/nightSequence2--06462.jpg,stop,stop,stop,1,1,1,1,,,
4,1707,stop,nightTest/nightSequence2--00870.jpg,stop,stop,stop,1,1,1,1,,,
2,1708,go,nightTest/nightSequence1--02471.jpg,go,go,go,1,1,1,1,,,
3,1709,stop,dayTest/daySequence2--00915.jpg,stop,stop,stop,1,1,1,1,,,
2,1710,stop,nightTest/nightSequence1--01057.jpg,stop,stop,stop,1,1,1,1,,,
4,1711,go,nightTest/nightSequence2--04281.jpg,go,go,go,1,1,1,1,,,
4,1712,stop,nightTest/nightSequence2--02060.jpg,stop,stop,stop,1,1,1,1,,,
3,1713,go,dayTest/daySequence2--04945.jpg,go,go,go,1,1,1,1,,,
3,1714,stop,dayTest/daySequence2--00367.jpg,stop,stop,stop,1,1,1,1,,,
4,1715,stop,nightTest/nightSequence2--01992.jpg,stop,stop,stop,1,1,1,1,,,
4,1716,stop,nightTest/nightSequence2--03521.jpg,stop,stop,stop,1,1,1,1,,,
2,1717,go,nightTest/nightSequence1--04350.jpg,go,go,go,1,1,1,1,,,
4,1718,go,nightTest/nightSequence2--04407.jpg,go,go,go,1,1,1,1,,,
4,1719,stopLeft,nightTest/nightSequence2--00846.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
2,1720,go,nightTest/nightSequence1--02299.jpg,go,go,go,1,1,1,1,,,
2,1721,go,nightTest/nightSequence1--04610.jpg,go,go,go,1,1,1,1,,,
4,1722,go,nightTest/nightSequence2--04075.jpg,go,go,go,1,1,1,1,,,
3,1723,go,dayTest/daySequence2--02759.jpg,go,go,go,1,1,1,1,,,
1,1724,go,dayTest/daySequence1--03202.jpg,go,go,go,1,1,1,1,,,
4,1725,warning,nightTest/nightSequence2--01576.jpg,warning,warning,warning,1,1,1,1,,,
1,1726,stop,dayTest/daySequence1--03588.jpg,stop,stop,stop,1,1,1,1,,,
1,1727,stop,dayTest/daySequence1--00079.jpg,stop,stop,stop,1,1,1,1,,,
2,1728,go,nightTest/nightSequence1--02320.jpg,go,go,go,1,1,1,1,,,
1,1729,go,dayTest/daySequence1--02072.jpg,go,go,go,1,1,1,1,,,
1,1730,go,dayTest/daySequence1--03253.jpg,go,go,go,1,1,1,1,,,
4,1731,stop,nightTest/nightSequence2--01864.jpg,stop,stop,stop,1,1,1,1,,,
1,1732,go,dayTest/daySequence1--02215.jpg,go,go,go,1,1,1,1,,,
4,1733,stopLeft,nightTest/nightSequence2--04894.jpg,stopLeft,stopLeft,stopLeft,1,1,1,1,,,
4,1734,stop,nightTest/nightSequence2--03426.jpg,stop,stop,stop,1,1,1,1,,,
4,1735,stop,nightTest/nightSequence2--00045.jpg,stop,stop,stop,1,1,1,1,,,
3,1736,goForward,dayTest/daySequence2--02961.jpg,goForward,goForward,goForward,1,1,1,1,,,
2,1737,stop,nightTest/nightSequence1--01607.jpg,stop,stop,stop,1,1,1,1,,,
3,1738,go,dayTest/daySequence2--02711.jpg,go,go,go,1,1,1,1,,,
2,1739,go,nightTest/nightSequence1--01912.jpg,go,go,go,1,1,1,1,,,
